song,coarse_genre,genre1,genre2,genre3,chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
7Horse_-_Answer_the_Bell.mp3,rock,blues rock,unknown,unknown,0.471305102109909,0.319937735795975,1860.30988094205,2254.44900613694,4242.01601577617,0.059128894156347,-23.7440738677979,107.768020629883,0.705893218517303,44.1268920898438,2.45016741752625,13.9598236083984,-2.7419548034668,13.0748281478882,-1.43530797958374,0.578150153160095,2.60748028755188,8.95530796051025,0.447657525539398,2.81395030021667,0.683013141155243,5.26206922531128,-4.26833915710449,5.83589363098145,-3.35453367233276,1.05622184276581,
A_Simple_Life-Brian_Crain.mp3,classic,neo-classic,new age piano,unknown,0.198131173849106,0.031941592693329,1120.16331241305,1258.17839529676,1766.28098620719,0.076997266834365,-378.191802978516,158.049606323242,-12.1599473953247,-0.245925009250641,1.07342755794525,-3.66762328147888,-9.54779720306397,-15.9901361465454,-17.8511295318604,-5.64296197891235,-4.77377367019653,-10.3949594497681,-8.26410865783691,3.22417402267456,6.19185161590576,0.026725083589554,-8.69656372070313,-7.64564847946167,-0.24822311103344,-4.36338806152344,
Adagio_in_G_Minor-Albinoni.mp3,classic,instrumental,unknown,unknown,0.296816557645798,0.023875299841166,778.658869083306,1176.59667034351,1249.8341090908,0.043064743372678,-406.446533203125,163.899688720703,31.6046466827393,24.8825225830078,15.9761695861816,5.30308818817139,-14.669939994812,-11.3076696395874,4.56007242202759,8.20734786987305,-3.15136098861694,-10.4246997833252,-13.281364440918,-3.23927211761475,0.330684572458267,2.05185842514038,2.34698581695557,3.68447875976562,6.62038469314575,1.74625563621521,
Age_Atomic-Solar_Bears.mp3,electronica,synthwave,unknown,unknown,0.465002506971359,0.125709384679794,1203.13077169194,1571.62964205423,2430.51030303672,0.037358050744969,-229.313522338867,134.605346679688,0.550017058849335,38.0551223754883,12.8002614974976,16.9878120422363,6.4363374710083,7.5080771446228,3.33781266212463,7.23811340332031,1.48327648639679,3.39082336425781,1.85330212116241,1.42390716075897,-0.764668464660645,-0.405366867780685,-0.564019739627838,1.76083552837372,-1.7672164440155,-3.0079779624939,
Alakazam_!-Justice.mp3,electronica,disco ,unknown,unknown,0.519087255001068,0.137027323246002,4691.56092237198,3265.12831882324,8623.33952251234,0.322506742211687,-94.9570770263672,15.633355140686,17.3792781829834,9.18332004547119,11.9821014404297,12.0715341567993,-7.75911712646484,3.04075169563293,-6.7542085647583,0.802770674228668,-2.24867677688599,9.93162536621094,-1.63316965103149,3.47423028945923,-5.9880542755127,5.52367210388184,2.19705820083618,2.50775241851807,-3.28378129005432,2.58434128761291,
Amanita-Hypnotic_Tribe.mp3,electronica,electronica,experimental,unknown,0.493763446807861,0.144879132509232,2134.31871208804,2334.37907956588,4504.47276206947,0.077461360777864,-98.5339431762695,101.28190612793,-7.70780086517334,27.6795177459717,2.59924840927124,15.6004848480225,1.55553841590881,8.7434778213501,-1.70562815666199,7.12031984329224,4.10411977767944,5.29692983627319,0.492319256067276,4.73841047286987,-2.25700211524963,8.10288619995117,-0.535693168640137,4.34595727920532,-4.47945833206177,4.94175338745117,
Around_the_World-Daft_Punk.mp3,electronica,house,unknown,unknown,0.477116674184799,0.162464186549187,719.416172262994,893.580222821017,1334.42526424632,0.039489557130418,-306.941955566406,144.068710327148,49.0013694763184,49.9682960510254,31.2289924621582,33.1011619567871,17.2590312957764,6.72689056396484,-1.11511647701263,-2.35207986831665,-4.08081150054932,-0.53604918718338,-0.757122099399567,-1.63135087490082,-3.16553688049316,0.040728777647019,-1.98604547977448,-4.3237566947937,-4.13839054107666,-2.14387035369873,
Astor_Piazolla_-_por_una_cabeza.mp3,classic,unknown,unknown,unknown,0.225654289126396,0.01482964027673,2108.19229473869,1985.3063144913,3982.50925164474,0.128185543851587,-399.69140625,78.9742279052734,-14.3295278549194,29.9656562805176,-12.5147609710693,-1.72864603996277,-3.77658534049988,8.59584522247314,-4.0407567024231,3.46726584434509,1.29524075984955,11.8340358734131,9.38535404205322,14.844633102417,12.6449184417725,4.37425518035889,-6.57233142852783,1.37176954746246,-4.9039568901062,0.386590361595154,
at_home-daktari_lorenz.mp3,classic,soundtrack,indie,unknown,0.226671367883682,0.085465997457504,1228.11386161325,1358.65205587277,2223.56155442749,0.070627690837848,-287.746551513672,150.010528564453,-21.2944564819336,23.5721778869629,-9.67229747772217,5.02191543579102,-6.07475852966309,-1.00468254089355,-8.74909782409668,-12.9145917892456,-13.4469347000122,-11.937108039856,-8.82367897033691,-6.5468168258667,-10.2076025009155,-8.23680591583252,-4.06893157958984,3.20645976066589,7.02466440200806,6.3405442237854,
Attention-Joji.mp3,pop,r'n'b,hip-hop,unknown,0.270204216241837,0.086202688515186,1158.17377358443,1353.16953519844,2242.84477115785,0.051896133659056,-248.569396972656,172.071853637695,-8.8189058303833,6.23495769500732,8.93985652923584,3.47944903373718,6.63686370849609,-3.10746073722839,-9.96946239471436,-0.432666331529617,-12.2942399978638,2.42738223075867,2.01135396957397,-5.44374895095825,-6.57597589492798,0.699060499668121,-1.98519599437714,-2.40724492073059,-6.5510368347168,2.01398515701294,
